employeeid,age,attrition,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
1487,21,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Laboratory Technician,Single,42130,1.0,12,3,3.0,3,3,1,0,4.0,3.0,4.0,2,3,6.260141677822222
1488,37,No,Non-Travel,Research & Development,1,3,Medical,Male,2,Sales Executive,Divorced,41270,2.0,13,1,15.0,2,5,0,2,1.0,4.0,3.0,3,3,10.4885296742525
1489,35,No,Travel_Rarely,Sales,7,4,Life Sciences,Male,1,Sales Representative,Divorced,24380,7.0,16,0,10.0,5,7,6,2,2.0,2.0,2.0,2,3,6.479802543507223
1490,38,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,1,Manager,Divorced,68700,1.0,11,1,8.0,5,8,7,7,1.0,1.0,3.0,3,3,9.025720660419445
1491,26,No,Travel_Frequently,Research & Development,1,4,Other,Male,2,Laboratory Technician,Divorced,104470,1.0,18,0,6.0,3,6,1,4,3.0,2.0,1.0,3,3,7.357505577866944
1492,50,No,Travel_Rarely,Sales,8,4,Life Sciences,Male,1,Research Scientist,Divorced,96670,3.0,23,0,28.0,2,10,1,6,1.0,2.0,2.0,2,4,5.7610285586788885
1493,53,No,Travel_Rarely,Research & Development,11,4,Life Sciences,Female,2,Research Scientist,Married,21480,3.0,11,0,21.0,2,5,1,3,3.0,3.0,2.0,3,3,8.008150379294722
1494,42,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Manufacturing Director,Married,89260,1.0,14,0,20.0,4,20,11,6,2.0,3.0,3.0,1,3,6.2708099062916665
1495,29,No,Travel_Frequently,Research & Development,16,4,Medical,Male,1,Laboratory Technician,Single,65130,1.0,11,1,10.0,2,10,0,9,2.0,4.0,2.0,3,3,6.8069745649261115
1496,55,No,Travel_Rarely,Research & Development,1,4,Other,Female,1,Research Scientist,Married,67990,3.0,11,0,12.0,2,10,0,8,2.0,4.0,3.0,3,3,8.768038821954445
1497,26,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,1,Manager,Married,162910,1.0,22,0,5.0,3,5,3,3,1.0,1.0,3.0,3,4,10.483958054439722
1498,37,No,Travel_Rarely,Sales,5,1,Marketing,Male,1,Research Scientist,Single,27050,1.0,11,0,17.0,2,17,5,7,4.0,4.0,3.0,3,3,7.138784024988611
1499,44,Yes,Travel_Frequently,Research & Development,1,2,Medical,Male,2,Research Scientist,Divorced,103330,3.0,14,1,19.0,2,1,0,0,4.0,3.0,1.0,2,3,10.205353636769166
1500,38,No,Travel_Rarely,Sales,2,3,Marketing,Female,1,Manager,Divorced,44480,9.0,12,0,10.0,3,2,1,2,4.0,4.0,3.0,2,3,6.629110887996389
1501,26,Yes,Travel_Rarely,Research & Development,4,3,Medical,Male,3,Research Scientist,Divorced,68540,2.0,11,0,5.0,5,3,0,2,1.0,2.0,3.0,2,3,9.46033132530111
1502,28,No,Travel_Rarely,Research & Development,7,3,Other,Male,1,Human Resources,Single,96370,1.0,13,0,5.0,6,5,0,2,4.0,4.0,3.0,2,3,6.567718652387223
1503,49,No,Travel_Frequently,Research & Development,1,1,Medical,Female,2,Research Scientist,Single,35910,9.0,13,0,22.0,2,3,1,2,3.0,1.0,3.0,3,3,10.192650602409444
1504,36,No,Travel_Rarely,Sales,5,3,Technical Degree,Male,3,Sales Executive,Single,54050,4.0,14,0,10.0,2,8,7,7,3.0,2.0,3.0,3,3,5.696120035698334
1505,31,No,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Sales Executive,Divorced,46840,1.0,16,1,2.0,4,2,2,2,4.0,2.0,2.0,3,3,6.2364647478802775
1506,26,Yes,Travel_Rarely,Research & Development,8,3,Medical,Male,2,Manager,Single,157870,1.0,12,2,8.0,5,8,7,4,4.0,4.0,3.0,3,3,10.177852521195833
1507,37,No,Travel_Frequently,Sales,9,1,Marketing,Male,1,Laboratory Technician,Married,15140,1.0,14,0,4.0,3,4,1,2,2.0,4.0,2.0,3,3,9.754621820615556
1508,42,No,Travel_Frequently,Sales,2,2,Marketing,Male,3,Research Director,Married,29560,5.0,13,0,23.0,2,20,4,8,3.0,2.0,4.0,3,3,5.7278313253011115
1509,18,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Sales Executive,Single,23350,1.0,14,2,0.0,3,0,0,0,3.0,3.0,3.0,2,3,6.350846720214166
1510,35,No,Travel_Rarely,Sales,20,2,Life Sciences,Male,1,Laboratory Technician,Married,51540,0.0,19,0,12.0,2,11,6,9,3.0,2.0,2.0,2,3,7.193022088353334
1511,36,No,Travel_Frequently,Research & Development,8,3,Other,Female,3,Sales Executive,Married,69620,4.0,12,2,4.0,2,1,0,0,3.0,4.0,3.0,2,3,6.695233154841389
1512,51,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Laboratory Technician,Divorced,56750,5.0,13,0,13.0,2,4,1,2,4.0,2.0,3.0,2,3,6.9941577420791665
1513,41,No,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,1,Laboratory Technician,Single,23790,1.0,12,0,22.0,6,22,0,4,4.0,2.0,3.0,3,3,6.3529283801872225
1514,18,No,Travel_Rarely,Sales,7,3,Life Sciences,Male,1,Research Scientist,Single,38120,1.0,15,0,0.0,3,0,0,0,4.0,3.0,3.0,3,3,6.683171575189444
1515,28,No,Travel_Rarely,Research & Development,9,3,Medical,Male,1,Sales Representative,Single,46480,0.0,23,2,9.0,2,8,0,7,2.0,1.0,3.0,2,4,6.998131414546944
1516,31,No,Travel_Rarely,Research & Development,8,1,Technical Degree,Male,1,Manufacturing Director,Married,29360,4.0,12,1,10.0,2,8,7,7,2.0,4.0,2.0,3,3,6.703873270861111
1517,39,No,Travel_Rarely,Sales,5,4,Marketing,Female,2,Human Resources,Divorced,21050,0.0,20,0,19.0,3,18,3,7,3.0,4.0,2.0,3,4,7.0846943328869445
1518,36,No,Non-Travel,Research & Development,5,4,Life Sciences,Male,1,Sales Executive,Married,85780,7.0,21,0,10.0,4,9,0,8,2.0,2.0,3.0,3,4,7.252484381972222
1519,32,No,Travel_Rarely,Sales,2,3,Marketing,Male,2,Laboratory Technician,Married,27060,1.0,21,1,13.0,4,13,4,8,4.0,3.0,2.0,3,4,6.428415885765277
1520,38,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,3,Research Scientist,Married,63840,3.0,19,2,19.0,4,10,0,1,1.0,2.0,3.0,2,3,6.293549754573611
1521,58,No,Non-Travel,Research & Development,2,3,Life Sciences,Male,2,Manufacturing Director,Divorced,39680,2.0,13,2,12.0,3,5,1,2,4.0,3.0,3.0,2,3,10.39396140116
1522,31,No,Travel_Rarely,Research & Development,20,1,Technical Degree,Female,3,Research Scientist,Married,99070,0.0,13,1,6.0,3,5,0,3,3.0,4.0,3.0,2,3,8.96047188755
1523,31,No,Travel_Rarely,Sales,7,4,Marketing,Male,2,Sales Executive,Married,132250,3.0,21,1,9.0,2,2,1,0,1.0,1.0,3.0,3,4,6.247766622043611
1524,45,No,Travel_Frequently,Research & Development,3,1,Medical,Female,1,Sales Executive,Divorced,35400,1.0,13,0,24.0,6,24,9,11,1.0,1.0,3.0,3,3,7.085691655510833
1525,31,No,Travel_Rarely,Sales,16,4,Marketing,Female,2,Research Scientist,Divorced,28040,0.0,19,2,3.0,0,2,2,2,3.0,4.0,1.0,3,3,8.326842927264444
1526,33,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Male,4,Research Director,Married,193920,6.0,12,1,12.0,3,10,8,8,4.0,2.0,3.0,3,3,6.385087014725555
1527,39,No,Travel_Rarely,Sales,1,4,Life Sciences,Male,1,Sales Executive,Married,196650,1.0,22,1,21.0,6,21,11,10,3.0,1.0,3.0,3,4,10.539516956715556
1528,43,No,Travel_Frequently,Research & Development,7,4,Medical,Male,4,Research Scientist,Single,24390,0.0,15,0,9.0,2,8,1,7,3.0,4.0,3.0,3,3,7.538845381525833
1529,49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Manufacturing Director,Single,73140,7.0,22,0,25.0,2,7,0,7,3.0,3.0,3.0,3,4,9.69072289156611
1530,52,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,2,Research Scientist,Married,47740,2.0,18,1,11.0,2,8,7,7,3.0,2.0,2.0,3,3,7.6239457831325
1531,27,No,Travel_Rarely,Research & Development,15,4,Medical,Male,3,Research Scientist,Single,39020,1.0,22,0,4.0,2,4,1,2,3.0,2.0,2.0,3,4,10.541623159303612
1532,32,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Research Scientist,Married,26620,1.0,11,1,13.0,6,13,11,9,3.0,2.0,3.0,4,3,9.733267514502222
1533,27,No,Travel_Rarely,Research & Development,13,2,Medical,Female,4,Research Director,Single,28560,1.0,12,2,5.0,5,5,0,4,4.0,3.0,3.0,4,3,9.898292057117223
1534,31,No,Travel_Rarely,Sales,24,3,Life Sciences,Male,2,Healthcare Representative,Divorced,10810,4.0,11,3,13.0,4,7,1,7,4.0,4.0,3.0,4,3,6.202559125390278
1535,32,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Male,2,Healthcare Representative,Single,24720,7.0,13,0,10.0,2,7,0,7,1.0,4.0,2.0,3,3,6.9124386434625
1536,28,Yes,Travel_Rarely,Research & Development,9,4,Medical,Male,1,Sales Executive,Married,56730,5.0,14,1,5.0,4,3,2,2,1.0,4.0,2.0,2,3,9.893810798750556
1537,30,No,Travel_Rarely,Research & Development,13,3,Life Sciences,Female,4,Research Director,Married,41970,1.0,13,0,11.0,3,10,1,9,4.0,4.0,3.0,3,3,5.854153279785556
1538,31,No,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,1,Manager,Married,97130,1.0,17,0,10.0,5,10,8,9,3.0,3.0,3.0,2,3,6.157259036144445
1539,39,No,Travel_Frequently,Research & Development,19,4,Medical,Female,1,Research Scientist,Married,20620,1.0,13,0,21.0,4,21,13,3,3.0,4.0,3.0,3,3,5.719487951807222
1540,39,Yes,Travel_Rarely,Research & Development,1,1,Medical,Female,1,Laboratory Technician,Married,42840,4.0,17,1,12.0,0,1,0,0,4.0,3.0,2.0,3,3,9.444157742079167
1541,33,No,Travel_Frequently,Sales,4,2,Life Sciences,Male,4,Research Scientist,Single,47880,3.0,11,1,9.0,0,7,0,1,2.0,4.0,2.0,3,3,6.8872902721997225
1542,47,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,2,Healthcare Representative,Married,59060,4.0,23,0,21.0,4,3,1,1,4.0,3.0,3.0,4,4,6.448000892458611
1543,43,No,Travel_Frequently,Research & Development,14,3,Medical,Female,5,Research Director,Divorced,38860,1.0,17,2,9.0,2,9,0,0,3.0,3.0,4.0,3,3,5.868133645693611
1544,27,No,Non-Travel,Research & Development,2,3,Life Sciences,Male,1,Research Director,Married,168230,0.0,17,0,6.0,3,5,1,4,3.0,2.0,3.0,3,3,8.682660642570278
1545,54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,2,Research Scientist,Single,29330,3.0,12,2,20.0,2,4,0,3,4.0,3.0,2.0,3,3,5.52937751004
1546,43,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,2,Manager,Married,65000,8.0,23,0,10.0,3,1,0,0,3.0,1.0,2.0,3,4,6.943260821061944
1547,45,No,Travel_Rarely,Sales,3,1,Marketing,Female,1,Sales Executive,Married,171740,9.0,14,1,12.0,6,10,9,8,4.0,4.0,3.0,3,3,6.963824185631389
1548,40,No,Travel_Rarely,Research & Development,2,4,Other,Male,4,Research Scientist,Married,50330,2.0,14,2,6.0,6,4,0,2,2.0,4.0,2.0,3,3,9.4278145917
1549,29,Yes,Travel_Rarely,Research & Development,29,3,Medical,Female,1,Research Scientist,Married,23070,1.0,13,1,7.0,0,7,0,7,2.0,1.0,2.0,3,3,10.365647032574723
1550,29,No,Travel_Rarely,Human Resources,8,3,Medical,Male,3,Sales Representative,Single,25870,0.0,22,2,4.0,3,3,2,2,2.0,4.0,3.0,3,4,6.548405845604444
1551,30,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,2,Research Scientist,Divorced,55070,1.0,12,2,10.0,2,10,1,2,4.0,3.0,3.0,2,3,7.218372378402222
1552,27,No,Travel_Rarely,Research & Development,11,2,Medical,Male,1,Manager,Married,43930,1.0,18,1,8.0,2,8,0,7,2.0,2.0,3.0,2,3,5.521642124051667
1553,37,No,Travel_Rarely,Sales,1,4,Life Sciences,Male,2,Healthcare Representative,Divorced,133480,7.0,14,0,8.0,4,6,0,4,4.0,4.0,2.0,3,3,5.784857206604166
1554,38,No,Travel_Rarely,Research & Development,28,4,Medical,Male,1,Laboratory Technician,Divorced,65830,0.0,12,0,12.0,1,11,2,9,3.0,4.0,3.0,3,3,8.867380633645556
1555,31,No,Travel_Rarely,Research & Development,6,3,Medical,Female,3,Manager,Single,81030,1.0,15,1,11.0,5,11,4,10,3.0,4.0,2.0,3,3,9.577612672913611
1556,29,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,3,Sales Executive,Divorced,39780,1.0,11,0,7.0,0,7,1,7,4.0,2.0,3.0,3,3,7.810920348058889
1557,35,No,Travel_Rarely,Sales,16,2,Technical Degree,Male,3,Manager,Single,25440,0.0,13,1,17.0,3,16,0,13,3.0,2.0,3.0,4,3,7.277926149040556
1558,23,No,Travel_Rarely,Research & Development,20,4,Life Sciences,Male,1,Manufacturing Director,Divorced,53990,1.0,23,0,4.0,2,4,0,2,3.0,4.0,2.0,2,4,6.839363007585833
1559,41,No,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,1,Laboratory Technician,Single,54870,6.0,19,2,8.0,0,5,1,2,4.0,2.0,3.0,3,3,9.553095716198056
1560,47,No,Travel_Frequently,Sales,1,3,Medical,Female,2,Laboratory Technician,Single,68340,3.0,16,1,5.0,2,0,0,0,2.0,3.0,3.0,4,3,7.470902498884167
1561,42,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,1,Manager,Single,10910,2.0,22,0,16.0,0,1,0,0,1.0,4.0,3.0,1,4,5.788009817045833
1562,29,No,Non-Travel,Sales,22,4,Marketing,Male,2,Human Resources,Married,57360,1.0,22,0,4.0,1,4,0,2,4.0,3.0,2.0,2,4,6.015408299866111
1563,42,No,Travel_Rarely,Sales,7,4,Medical,Male,3,Research Scientist,Divorced,22260,0.0,12,1,4.0,3,3,1,0,3.0,3.0,3.0,2,3,8.168871039714167
1564,32,No,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,57470,1.0,13,0,8.0,0,8,0,7,3.0,2.0,3.0,3,3,7.543404730031111
1565,48,No,Travel_Rarely,Sales,13,4,Medical,Male,4,Sales Executive,Married,98540,3.0,16,1,15.0,2,0,0,0,1.0,3.0,1.0,2,3,6.8260352521194445
1566,37,No,Travel_Rarely,Research & Development,8,5,Technical Degree,Male,2,Manufacturing Director,Divorced,54670,4.0,12,0,13.0,2,7,6,7,3.0,1.0,3.0,3,3,10.28265729585
1567,30,No,Non-Travel,Sales,25,4,Other,Male,1,Healthcare Representative,Married,53800,7.0,21,1,4.0,0,2,2,2,4.0,3.0,4.0,3,4,9.899727800089167
1568,26,No,Travel_Rarely,Sales,28,3,Medical,Female,5,Laboratory Technician,Married,51510,1.0,15,3,8.0,3,8,7,7,3.0,3.0,3.0,3,3,5.640371485943611
1569,42,No,Travel_Rarely,Sales,2,2,Medical,Female,1,Laboratory Technician,Single,21330,3.0,13,2,14.0,2,1,0,0,1.0,4.0,3.0,3,3,5.925865684961945
1570,21,Yes,Travel_Frequently,Research & Development,9,3,Medical,Female,4,Manufacturing Director,Single,178750,1.0,12,0,3.0,5,3,1,2,1.0,2.0,3.0,2,3,7.874120928156945
1571,36,No,Non-Travel,Human Resources,28,3,Human Resources,Male,2,Laboratory Technician,Single,24320,4.0,22,0,7.0,4,1,0,0,4.0,4.0,3.0,1,4,7.058519634091667
1572,36,No,Travel_Frequently,Research & Development,6,3,Life Sciences,Female,2,Research Scientist,Married,47710,4.0,13,1,16.0,2,13,1,12,1.0,4.0,3.0,3,3,6.6227108433733335
1573,57,No,Travel_Rarely,Research & Development,21,4,Life Sciences,Male,5,Research Scientist,Married,191610,2.0,18,0,15.0,2,3,1,2,4.0,3.0,3.0,1,3,6.0590885765283335
1574,40,No,Travel_Rarely,Research & Development,8,3,Other,Male,2,Sales Executive,Married,50870,3.0,14,1,10.0,3,7,1,7,4.0,3.0,3.0,3,3,7.7002967425255555
1575,21,No,Non-Travel,Research & Development,1,5,Life Sciences,Female,2,Manager,Single,28630,1.0,14,0,3.0,2,3,2,2,1.0,4.0,2.0,1,3,7.625939312806667
1576,33,Yes,Travel_Rarely,Human Resources,28,2,Human Resources,Female,5,Manager,Single,55610,1.0,21,1,1.0,3,1,0,0,4.0,3.0,3.0,1,4,10.200648148148055
1577,37,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,4,Research Scientist,Married,21440,6.0,19,0,17.0,3,5,0,3,3.0,1.0,3.0,4,3,7.732893797411666
1578,46,No,Non-Travel,Sales,2,4,Marketing,Female,2,Laboratory Technician,Married,30650,2.0,11,0,7.0,3,1,0,0,3.0,3.0,4.0,3,3,5.966742525658056
1579,41,Yes,Travel_Frequently,Research & Development,16,1,Medical,Female,1,Research Scientist,Single,28100,1.0,11,0,8.0,3,8,7,7,1.0,2.0,3.0,4,3,7.056212628290833
1580,50,No,Travel_Rarely,Research & Development,9,3,Medical,Female,3,Laboratory Technician,Single,98880,6.0,15,0,20.0,2,4,1,3,4.0,4.0,3.0,3,3,6.8073795180722225
1581,40,Yes,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Healthcare Representative,Married,86280,2.0,20,0,8.0,2,6,1,0,3.0,3.0,3.0,2,4,8.637327086122223
1582,31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,4,Human Resources,Single,28670,0.0,24,0,3.0,5,2,2,2,3.0,2.0,3.0,3,4,9.978037706380833
1583,21,Yes,Travel_Rarely,Human Resources,10,2,Human Resources,Male,1,Laboratory Technician,Single,53730,1.0,12,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3,5.795688308790556
1584,29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,Research Director,Single,66670,9.0,12,1,6.0,6,3,1,2,4.0,4.0,3.0,4,3,7.535359214636111
1585,35,No,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,3,Sales Executive,Single,50030,9.0,15,0,10.0,2,1,0,0,3.0,2.0,3.0,3,3,7.464640785363611
1586,27,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,1,Sales Executive,Divorced,23670,1.0,12,1,5.0,2,5,0,4,4.0,2.0,3.0,3,3,5.637102855867778
1587,28,No,Travel_Rarely,Research & Development,2,2,Medical,Male,3,Manager,Single,28580,1.0,12,0,7.0,2,7,0,7,2.0,4.0,3.0,2,3,6.6870716198125
1588,49,No,Travel_Rarely,Sales,2,3,Technical Degree,Male,2,Manufacturing Director,Single,52040,8.0,14,1,26.0,3,5,0,0,2.0,3.0,3.0,3,3,7.20052097278
1589,51,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Sales Executive,Married,41050,4.0,22,1,18.0,2,7,0,7,3.0,4.0,2.0,3,4,7.293268630075834
1590,36,No,Travel_Rarely,Sales,15,2,Life Sciences,Male,1,Sales Executive,Married,96790,4.0,12,0,6.0,1,2,2,2,4.0,3.0,3.0,3,3,5.4792871485941665
1591,34,Yes,Non-Travel,Research & Development,7,3,Life Sciences,Male,1,Sales Representative,Single,56170,8.0,25,1,9.0,3,5,0,4,1.0,4.0,2.0,3,4,8.610624721106388
1592,55,No,Travel_Rarely,Sales,26,3,Marketing,Male,1,Laboratory Technician,Single,104480,2.0,13,0,30.0,3,5,1,2,3.0,4.0,3.0,3,3,8.027183177153056
1593,24,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,5,Manager,Divorced,28970,1.0,18,3,5.0,4,5,0,3,4.0,3.0,4.0,3,3,9.4512672913875
1594,30,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,2,Manager,Married,59680,1.0,13,0,1.0,3,1,0,0,3.0,2.0,3.0,3,3,6.372264614011389
1595,26,Yes,Travel_Frequently,Sales,14,3,Life Sciences,Male,2,Manager,Single,75100,0.0,18,3,7.0,3,6,0,4,3.0,1.0,3.0,3,3,6.429275992860278
1596,22,No,Travel_Rarely,Research & Development,16,5,Other,Male,1,Research Scientist,Married,29910,1.0,19,2,2.0,3,2,1,2,1.0,2.0,3.0,2,3,5.805701695671389
1597,36,No,Travel_Rarely,Research & Development,1,3,Medical,Female,5,Healthcare Representative,Married,196360,1.0,12,1,10.0,3,10,9,0,2.0,3.0,3.0,3,3,5.857853636769167
1598,30,Yes,Travel_Frequently,Sales,3,2,Marketing,Male,3,Research Scientist,Single,11290,9.0,19,0,3.0,2,1,0,0,3.0,4.0,3.0,2,3,7.791584114234444
1599,37,No,Travel_Rarely,Research & Development,10,1,Technical Degree,Male,1,Sales Executive,Divorced,133410,1.0,14,1,18.0,3,18,12,17,4.0,1.0,2.0,3,3,6.205203034359444
1600,40,No,Travel_Rarely,Research & Development,6,2,Medical,Male,3,Research Scientist,Divorced,43320,7.0,14,2,8.0,3,5,1,3,4.0,2.0,3.0,2,3,6.354145470771944
1601,42,No,Travel_Rarely,Research & Development,2,3,Medical,Female,4,Manager,Divorced,110310,3.0,12,1,8.0,2,5,1,2,2.0,1.0,3.0,2,3,6.969796965640278
1602,37,No,Travel_Rarely,Sales,9,1,Marketing,Male,3,Sales Executive,Single,44400,2.0,11,1,18.0,3,1,0,1,3.0,2.0,2.0,2,3,9.682610441766945
1603,43,No,Travel_Rarely,Sales,10,2,Life Sciences,Female,1,Sales Executive,Divorced,46170,1.0,11,0,25.0,2,25,3,9,1.0,2.0,3.0,3,3,6.736420124944167
1604,40,No,Travel_Rarely,Sales,6,2,Life Sciences,Female,1,Laboratory Technician,Married,26470,6.0,13,0,20.0,2,1,0,0,2.0,3.0,3.0,2,3,7.026203703703611
1605,54,No,Travel_Rarely,Human Resources,9,3,Life Sciences,Female,2,Manufacturing Director,Married,63230,4.0,23,1,24.0,2,4,1,2,1.0,1.0,2.0,2,4,5.711957831325278
1606,34,No,Non-Travel,Research & Development,28,3,Medical,Male,1,Laboratory Technician,Married,56770,9.0,20,1,6.0,3,3,1,2,3.0,3.0,3.0,3,4,6.7622010263275
1607,31,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,3,Sales Executive,Married,21870,1.0,15,1,13.0,2,13,3,12,2.0,1.0,1.0,2,3,5.952295850066666
1608,43,No,Travel_Frequently,Sales,14,3,Life Sciences,Female,1,Manufacturing Director,Married,37480,7.0,14,2,8.0,3,3,1,2,4.0,4.0,3.0,2,3,7.4793295403836115
1609,43,No,Travel_Rarely,Sales,27,4,Life Sciences,Male,2,Sales Representative,Divorced,39770,4.0,18,1,8.0,3,5,0,2,3.0,3.0,3.0,3,3,8.253846497099444
1610,25,No,Travel_Rarely,Human Resources,7,2,Human Resources,Male,1,Manufacturing Director,Single,86330,1.0,19,1,5.0,2,5,1,3,2.0,4.0,3.0,4,3,10.377060464078333
1611,37,No,Non-Travel,Research & Development,1,3,Medical,Male,3,Laboratory Technician,Married,20080,3.0,22,0,15.0,5,13,10,7,2.0,3.0,3.0,2,4,10.089829317268888
1612,31,No,Travel_Rarely,Research & Development,24,1,Medical,Male,3,Laboratory Technician,Married,44400,1.0,13,1,4.0,2,4,3,2,4.0,1.0,3.0,3,3,6.526740294511111
1613,39,No,Travel_Frequently,Research & Development,26,4,Technical Degree,Female,1,Sales Executive,Divorced,30670,1.0,20,1,21.0,5,21,1,6,2.0,3.0,3.0,1,4,8.43661088799639
1614,56,No,Travel_Frequently,Research & Development,20,4,Life Sciences,Female,3,Sales Executive,Married,53210,9.0,14,0,36.0,1,7,7,7,3.0,1.0,2.0,3,3,6.881810575635833
1615,30,No,Travel_Rarely,Sales,5,4,Medical,Female,2,Manufacturing Director,Single,54100,0.0,17,1,6.0,2,5,4,4,2.0,3.0,3.0,3,3,6.9779116465861115
1616,41,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,3,Research Scientist,Married,27820,1.0,14,0,10.0,2,10,0,7,2.0,1.0,3.0,2,3,6.191015171798056
1617,28,No,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Healthcare Representative,Divorced,119570,1.0,13,0,10.0,2,10,1,8,3.0,1.0,3.0,2,3,6.014217983043055
1618,25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,3,Laboratory Technician,Married,26600,5.0,13,0,6.0,3,2,0,2,1.0,1.0,3.0,3,3,6.076991298527222
1619,52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,Female,2,Sales Representative,Married,33750,2.0,21,0,28.0,2,5,0,4,4.0,3.0,3.0,2,4,7.642257920571111
1620,45,No,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Sales Executive,Married,50980,3.0,14,1,8.0,4,2,0,2,1.0,4.0,2.0,3,3,6.369973226238056
1621,52,No,Travel_Rarely,Research & Development,12,3,Medical,Male,2,Research Scientist,Married,48780,2.0,11,1,31.0,3,5,1,4,4.0,4.0,1.0,3,3,7.103788487282222
1622,42,No,Travel_Frequently,Sales,10,3,Marketing,Female,2,Healthcare Representative,Divorced,28370,2.0,13,1,19.0,0,5,0,2,1.0,3.0,3.0,2,3,6.687266845158334
1623,30,No,Travel_Rarely,Sales,25,3,Marketing,Male,1,Sales Executive,Single,24060,2.0,20,1,11.0,5,5,0,2,3.0,4.0,3.0,3,4,6.994711066488056
1624,60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Manufacturing Director,Married,22690,5.0,18,1,33.0,4,29,11,10,1.0,1.0,1.0,3,3,5.866442436412222
1625,46,No,Travel_Rarely,Sales,19,4,Marketing,Female,1,Sales Executive,Divorced,41080,2.0,14,0,19.0,5,10,0,8,3.0,3.0,2.0,2,3,7.112595939312778
1626,42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,Male,4,Sales Executive,Married,132060,0.0,13,2,7.0,2,6,0,4,4.0,4.0,4.0,3,3,6.294146586345278
1627,24,Yes,Travel_Rarely,Research & Development,27,2,Medical,Male,1,Research Scientist,Single,104220,1.0,17,1,6.0,0,5,1,4,1.0,2.0,3.0,2,3,10.433319946452222
1628,34,Yes,Travel_Frequently,Research & Development,5,3,Medical,Male,2,Research Scientist,Divorced,137440,0.0,20,1,3.0,3,2,1,0,4.0,3.0,2.0,3,4,6.0077242302541665
1629,38,No,Travel_Frequently,Sales,3,3,Marketing,Female,2,Sales Executive,Married,49070,1.0,11,1,1.0,3,1,0,0,4.0,4.0,3.0,3,3,8.20152164212389
1630,40,No,Travel_Rarely,Sales,26,4,Marketing,Female,1,Sales Executive,Married,34820,0.0,18,1,21.0,2,20,1,12,3.0,3.0,3.0,2,3,5.725047969656389
